id;label;video;playlist;start;end;duration;splits;prev_delta;post_delta
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_18;y un logro muy importante que se dio en la provincia de entre ríos: la aprobación de la ley de lengua de señas.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;140.3;145.57;3.789.999.999.999.990;[('y un logro muy importante que se dio en la provincia de entre ríos:', 140.3, 143.09), ('la aprobación de la ley de lengua de señas.', 143.15, 145.57)];1.760.000.000.000.010;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_20;no se lo pierdan, quédense hasta el final porque hay una sorpresa para que vos seas parte de este espacio.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;145.63;150.36;3.498.000.000.000.010;[('no se lo pierdan,', 145.63, 146.63), ('quédense hasta el final porque hay una sorpresa', 146.69, 149.21), ('para que vos seas parte de este espacio.', 149.27, 150.36)];0.0600000000000022;16.399.999.999.999.800
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_23; a partir del 1º de diciembre comienza la temporada de verano en la costa.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;152.0;155.984;35.880.000.000.000.200;[(' a partir del 1º de diciembre', 152.0, 153.40800000000002), ('comienza la temporada de verano en la costa.', 153.47, 155.984)];16.399.999.999.999.800;0.0459999999999922
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_25;vamos a ver a lautaro desde villa gesell.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;156.03;158.21;2.180.000.000.000.000;[('vamos a ver a lautaro desde villa gesell.', 156.03, 158.21)];0.0459999999999922;7.119.999.999.999.970
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_26; ¡hola! ¿como están?;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;16.532.999.999.999.900;168.18;28.500.000.000.000.200;[(' ¡hola! ¿como están?', 165.32999999999998, 168.18)];7.119.999.999.999.970;0.3599999999999852
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_27;estoy mirando el paisaje, qué lindo.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;168.54;171.15;26.100.000.000.000.100;[('estoy mirando el paisaje, qué lindo.', 168.54, 171.15)];0.3599999999999852;0.0900000000000034
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_28;estoy acá, en villa gesell.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;171.24;173.54;2.299.999.999.999.980;[('estoy acá, en villa gesell.', 171.24, 173.54)];0.0900000000000034;0.8200000000000216
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_29;miraba el mar y pensaba.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;174.36;175.57;12.099.999.999.999.700;[('miraba el mar y pensaba.', 174.36, 175.57)];0.8200000000000216;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_30;estamos en noviembre, y reflexionaba.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;175.63;178.18;2.550.000.000.000.010;[('estamos en noviembre, y reflexionaba.', 175.63, 178.18)];0.0600000000000022;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_31;ustedes saben que el 1º de diciembre va a haber apertura para el turismo, se va a habilitar el turismo, la gente ya puede acceder libremente a esta playa o a cualquier ciudad.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;178.24;187.69;10.839.999.999.999.900;[('ustedes saben que el 1º de diciembre va a haber apertura para el turismo,', 178.24, 181.48), ('se va a habilitar el turismo,', 181.54, 183.21), ('la gente ya puede acceder libremente a esta playa o a cualquier ciudad.', 183.27, 187.69)];0.0600000000000022;0.3400000000000034
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_34;hoy estamos acá, y mirando el mar pensaba que, esta semana, justamente, el sindicato de guardavidas le pidió al municipio de villa gesell un aumento de salario del 15 %, motivo por el cual se mantuvieron varias reuniones sin resultado alguno, y por lo cual se seguirán manteniendo reuniones la próxima semana.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;188.03;212.69;23.109.999.999.999.900;[('hoy estamos acá, y mirando el mar pensaba que,', 188.03, 191.21), ('esta semana, justamente,', 191.27, 193.0), ('el sindicato de guardavidas le pidió al municipio de villa gesell', 193.06, 196.69), ('un aumento de salario del 15 %,', 197.32999999999998, 204.32999999999998), ('motivo por el cual se mantuvieron varias reuniones sin resultado alguno,', 204.39, 210.03), ('y por lo cual se seguirán manteniendo reuniones la próxima semana.', 210.09, 212.69)];0.3400000000000034;0.7300000000000182
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_40;es un tema complejo.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;213.42;214.48;1.059.999.999.999.970;[('es un tema complejo.', 213.42000000000002, 214.48)];0.7300000000000182;0.0900000000000034
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_41;como ustedes saben el 1º de diciembre la gente ya puede empezar a venir, por supuesto siempre respetando el protocolo: el uso de barbijo obligatorio, la distancia social, todo eso que ya conocen.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;214.57;226.18;12.22;[('como ustedes saben el 1º de diciembre la gente ya puede empezar a venir,', 214.57, 218.15), ('por supuesto siempre respetando el protocolo:', 218.21, 221.21), ('el uso de barbijo obligatorio, la distancia social,', 221.36, 224.06), ('todo eso que ya conocen.', 224.18, 226.18)];0.0900000000000034;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_45;lo único bueno, lo positivo, es que se puede entrar al mar sin barbijo.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;226.24;230.18;39.399.999.999.999.900;[('lo único bueno, lo positivo, es que se puede entrar al mar sin barbijo.', 226.24, 230.18)];0.0600000000000022;0.0900000000000034
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_46;retomando el tema de los guardavidas, ¿qué pasa si alguien se está ahogando y requiere del rescate del guardavidas?;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;230.27;235.87;6.509.999.999.999.990;[('retomando el tema de los guardavidas,', 230.27, 232.36), ('¿qué pasa si alguien se está ahogando y requiere del rescate del guardavidas?', 232.42000000000002, 235.87)];0.0900000000000034;0.1599999999999966
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_48;la incertidumbre de si esa persona tiene coronavirus o no, y si al rescatarla puede contagiar.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;236.03;242.06;5.899.999.999.999.970;[('la incertidumbre de si esa persona tiene coronavirus o no,', 236.03, 240.45), ('y si al rescatarla puede contagiar.', 240.51, 242.06)];0.1599999999999966;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_50;el trabajo de los guardavidas es un trabajo de riesgo, a diferencia de los médicos que se protegen con barbijo, ¿cómo lo hace un guardavidas? es algo interesante para reflexionar.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;242.12;249.18;6.629.999.999.999.960;[('el trabajo de los guardavidas es un trabajo de riesgo,', 242.12, 243.6), ('a diferencia de los médicos que se protegen con barbijo,', 243.66, 245.18), ('¿cómo lo hace un guardavidas? es algo interesante para reflexionar.', 245.24, 249.18)];0.0600000000000022;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_53;los dejo con la vista.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;249.24;250.45;12.099.999.999.999.700;[('los dejo con la vista.', 249.24, 250.45)];0.0600000000000022;6.879.999.999.999.990
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_54;acá se ve la zona de las carpas, y no vemos a nadie.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;257.33;262.03;4.699.999.999.999.980;[('acá se ve la zona de las carpas, y no vemos a nadie.', 257.33, 262.03)];6.879.999.999.999.990;0.2100000000000363
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_55;¿piensan que están clausuradas? no, para nada.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;262.24;264.78;2.539.999.999.999.960;[('¿piensan que están clausuradas? no, para nada.', 262.24, 264.78)];0.2100000000000363;0.3100000000000023
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_56;la zona de carpas sí va a estar habilitada con un protocolo estricto.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;265.09;271.39;5.819.999.999.999.990;[('la zona de carpas sí va a estar habilitada', 265.09, 268.09), ('con un protocolo estricto.', 268.18, 271.39)];0.3100000000000023;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_58;el límite por carpa es de seis personas, pueden ser 4 adultos y 2 chicos o alguna variante, pero siempre el límite es de seis personas.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;271.45;278.75;7.939.999.999.999.990;[('el límite por carpa es de seis personas,', 271.45, 274.27), ('pueden ser 4 adultos y 2 chicos o alguna variante,', 274.42, 276.84000000000003), ('pero siempre el límite es de seis personas.', 277.0, 278.75)];0.0600000000000022;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_61;las carpas deben estar ubicadas a seis metros de distancia entre sí, para poder circular y no cruzarse con los ocupantes de otras carpas, lo cual está prohibido.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;278.81;290.12;8.620.000.000.000.000;[('las carpas deben estar ubicadas a seis metros de distancia entre sí,', 278.81, 282.18), ('para poder circular y no cruzarse con los ocupantes de otras carpas,', 282.36, 287.72), ('lo cual está prohibido.', 288.3, 290.12)];0.0600000000000022;0.75
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_64;cada carpa tiene su lugar y debe mantenerse aislada.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;290.87;294.3;3.430.000.000.000.000;[('cada carpa tiene su lugar y debe mantenerse aislada.', 290.87, 294.3)];0.75;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_65;algo bastante difícil.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;294.36;295.75;13.899.999.999.999.800;[('algo bastante difícil.', 294.36, 295.75)];0.0600000000000022;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_66;desde acá se puede ver el bar también.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;295.81;297.81;2.0;[('desde acá se puede ver el bar también.', 295.81, 297.81)];0.0600000000000022;0.4900000000000091
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_67;no es tan simple como que la gente quiera ir a sentarse, el ambiente tiene que estar ventilado, y la cantidad de mesas que se pueden ocupar es reducida.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;298.3;306.3;9.329.999.999.999.980;[('no es tan simple como que la gente quiera ir a sentarse,', 298.3, 301.39), ('el ambiente tiene que estar ventilado,', 301.45, 303.03), ('y la cantidad de mesas que se pueden ocupar es reducida.', 303.09, 306.3)];0.4900000000000091;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_70;lo bueno es que, al estar frente al mar, corre el aire necesario para ventilar.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;306.36;309.39;30.299.999.999.999.700;[('lo bueno es que, al estar frente al mar, corre el aire necesario para ventilar.', 306.36, 309.39)];0.0600000000000022;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_71;en otros lugares que no corre la misma cantidad de aire o dependiendo del clima del día, sin ventilación los bares deben permanecer cerrados.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;309.45;316.15;5.639.999.999.999.980;[('en otros lugares que no corre la misma cantidad de aire', 309.45, 312.15), ('o dependiendo del clima del día,', 312.21, 314.15), ('sin ventilación los bares deben permanecer cerrados.', 314.21, 316.15)];0.0600000000000022;0.0900000000000318
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_74;¡qué difícil!;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;316.24;317.24;1.0;[('¡qué difícil!', 316.24, 317.24)];0.0900000000000318;0.4200000000000159
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_75;sucede también que los vestuarios, que están por allá, los que usamos cuando salimos de la playa para ducharnos antes de irnos, están prohibidos, por lo cual permanecerán cerrados.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;317.66;325.72;8.490.000.000.000.000;[('sucede también que los vestuarios, que están por allá,', 317.66, 320.21), ('los que usamos cuando salimos de la playa para ducharnos antes de irnos,', 320.27, 324.21), ('están prohibidos, por lo cual permanecerán cerrados.', 324.27, 325.72)];0.4200000000000159;0.0599999999999454
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_78;¡cómo cambió todo! veremos cómo va todo en los próximos días.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;325.78;330.27;4.490.000.000.000.000;[('¡cómo cambió todo! veremos cómo va todo en los próximos días.', 325.78, 330.27)];0.0599999999999454;7.240.000.000.000.000
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_79;bueno, acá estoy en el centro de villa gesell, hay poca gente todavía, estamos en noviembre, pero… ¿qué va a pasar en diciembre? ¿se llenará de gente?;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;337.51;344.78;7.339.999.999.999.970;[('bueno, acá estoy en el centro de villa gesell,', 337.51, 340.06), ('hay poca gente todavía, estamos en noviembre, pero…', 340.12, 342.69), ('¿qué va a pasar en diciembre? ¿se llenará de gente?', 342.75, 344.78)];7.240.000.000.000.000;0.0600000000000591
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_82;¿vamos a tener calles atestadas? ¿explotará de gente como siempre o no?;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;34.484.000.000.000.000;347.6;2.759.999.999.999.990;[('¿vamos a tener calles atestadas? ¿explotará de gente como siempre o no?', 344.84000000000003, 347.6)];0.0600000000000591;0.0599999999999454
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_83;¿se mantendrá la distancia en el centro con las calles llenas?;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;347.66;350.63;29.700.000.000.000.200;[('¿se mantendrá la distancia en el centro con las calles llenas?', 347.65999999999997, 350.63)];0.0599999999999454;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_84;¿cómo es el protocolo en un lugar público?;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;350.69;352.06;13.700.000.000.000.000;[('¿cómo es el protocolo en un lugar público?', 350.69, 352.06)];0.0600000000000022;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_85;¿solo se cumplirá el uso de barbijo o también el distanciamiento social?;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;352.12;355.51;33.899.999.999.999.800;[('¿solo se cumplirá el uso de barbijo o también el distanciamiento social?', 352.12, 355.51)];0.0600000000000022;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_86;veremos lo que pasa en diciembre.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;355.57;357.3;17.300.000.000.000.100;[('veremos lo que pasa en diciembre.', 355.57, 357.3)];0.0600000000000022;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_87;el protocolo para los restaurantes es el mismo: las mesas al aire libre, con alcohol, y, además, algo interesante con respecto a los hoteles: se pueden alquilar habitaciones normalmente, aquellas personas que hayan reservado media pensión o pensión completa podrán solicitar a la administración del mismo que se les brinde servicio al cuarto.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;357.36;382.36;26.519.999.999.999.900;[('el protocolo para los restaurantes es el mismo:', 357.36, 359.78), ('las mesas al aire libre, con alcohol,', 359.84000000000003, 363.54), ('y, además, algo interesante con respecto a los hoteles:', 363.6, 366.12), ('se pueden alquilar habitaciones normalmente,', 366.18, 368.06), ('aquellas personas que hayan reservado media pensión o pensión completa', 368.12, 374.36), ('podrán solicitar a la administración del mismo', 374.42, 379.03), ('que se les brinde servicio al cuarto.', 379.09, 382.36)];0.0600000000000022;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_94;¿se imaginan despertar y pedir el desayuno con servicio al cuarto? ¡se puede!;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;382.42;388.0;5.579.999.999.999.980;[('¿se imaginan despertar y pedir el desayuno con servicio al cuarto? ¡se puede!', 382.42, 388.0)];0.0600000000000022;0.6299999999999955
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_95;¿sabían por que esta es la seña que nombra a villa gesell?;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;388.63;392.09;34.600.000.000.000.300;[('¿sabían por que esta es la seña que nombra a villa gesell?', 388.63, 392.09000000000003)];0.6299999999999955;0.0599999999999454
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_96;miren, ahí lo pueden ver, es el fundador de este lugar y tiene una barba tupida, de ahí el origen de la seña villa gesell. interesante, ¿no?;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;392.15;400.18;55.400.000.000.000.200;[('miren, ahí lo pueden ver, es el fundador de este lugar y tiene una barba tupida,', 392.15, 395.6), ('de ahí el origen de la seña villa gesell. interesante, ¿no?', 395.65999999999997, 400.18)];0.0599999999999454;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_98;nos vemos. chau.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;400.24;402.33;2.089.999.999.999.970;[('nos vemos. chau.', 400.24, 402.33)];0.0600000000000022;30.300.000.000.000.200
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_99;similitudes y diferencias de las vacunas contra el coronavirus.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;405.36;411.33;596.999.999.999.997;[('similitudes y diferencias de las vacunas contra el coronavirus.', 405.36, 411.33)];30.300.000.000.000.200;21.200.000.000.000.000
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_100;noviembre fue un mes de muchas novedades para las posibles vacunas contra el covid-19.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;413.45;420.84;803.000.000.000.003;[('noviembre fue un mes de muchas novedades', 413.45, 416.0), ('para las posibles vacunas contra el covid-19.', 416.06, 420.84)];21.200.000.000.000.000;0.160000000000025
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_102;actualmente hay 214 vacunas experimentales y 10 ya están en la última fase.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;421.0;426.48;5.480.000.000.000.010;[('actualmente hay 214 vacunas experimentales y 10 ya están en la última fase.', 421.0, 426.48)];0.160000000000025;7.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_103;se conocieron los primeros resultados de las vacunas de los laboratorios: pfizer, oxford-astrazeneca, sinopharm (china), y la vacuna rusa sputnik v.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;433.48;444.78;9.759.999.999.999.930;[('se conocieron los primeros resultados de las vacunas de los laboratorios:', 433.48, 435.39), ('pfizer, oxford-astrazeneca,', 435.45, 441.06), ('sinopharm (china), y la vacuna rusa sputnik v.', 441.12, 444.78)];7.0;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_106;todas están en fase iii y demostraron una eficacia mayor al 90 %.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;444.84;454.63;8.800.000.000.000.010;[('todas están en fase iii', 444.84, 449.03), ('y demostraron una eficacia mayor al 90 %.', 449.09, 454.63)];0.0600000000000022;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_108;la principal diferencia entre la vacuna de moderna y la de oxford-astrazeneca es que esta última se puede almacenar a temperatura ambiente, lo que permite imaginar una distribución a distintas partes del mundo sin obstáculos por la refrigeración (cadena de frío).;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;454.69;474.27;15.339.999.999.999.900;[('la principal diferencia entre la vacuna de moderna y la de oxford-astrazeneca', 454.69, 459.3), ('es que esta última se puede almacenar a temperatura ambiente,', 459.36, 465.84000000000003), ('lo que permite imaginar una distribución a distintas partes del mundo', 466.0, 471.18), ('sin obstáculos por la refrigeración (cadena de frío).', 471.24, 474.27)];0.0600000000000022;14.800.000.000.000.100
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_112;la vacuna rusa es diferente a las demás porque no se usa ningún elemento del coronavirus en su composición, es totalmente sintética (realizada en laboratorio).;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;475.75;486.48;11.800.000.000.000.000;[('la vacuna rusa es diferente a las demás', 475.75, 478.27), ('porque no se usa ningún elemento del coronavirus en su composición,', 478.33, 480.78), ('es totalmente sintética (realizada en laboratorio).', 480.84, 486.48)];14.800.000.000.000.100;496.999.999.999.997
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_115;en este caso, es un polvo que se mezcla para disolverlo y aplicarlo vía intramuscular (por lo general en la cola o en el brazo).;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;491.45;498.06;7.519.999.999.999.980;[('en este caso, es un polvo que se mezcla para disolverlo', 491.45, 495.09), ('y aplicarlo vía intramuscular (por lo general en la cola o en el brazo).', 495.15, 498.06)];496.999.999.999.997;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_117;la vacuna de pfizer se debe aplicar en dos dosis.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;498.12;502.0;3.879.999.999.999.990;[('la vacuna de pfizer se debe aplicar en dos dosis.', 498.12, 502.0)];0.0600000000000022;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_118;está realizada con un código genético para que las células del cuerpo humano generen la protección contra el coronavirus.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;502.06;508.21;692.999.999.999.995;[('está realizada con un código genético para que las células del cuerpo humano', 502.06, 505.45), ('generen la protección contra el coronavirus.', 505.51, 508.21)];0.0600000000000022;912.000.000.000.006
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_120;a diferencia de las anteriores, hay un problema respecto a la logística: la vacuna debe mantenerse en todo momento a -70 °c, lo que podría suponer un problema para garantizar su distribución en todo el mundo.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;517.33;531.45;12.480.000.000.000.100;[('a diferencia de las anteriores, hay un problema respecto a la logística:', 517.33, 520.87), ('la vacuna debe mantenerse en todo momento a -70 °c,', 521.03, 525.72), ('lo que podría suponer un problema', 525.78, 528.09), ('para garantizar su distribución en todo el mundo.', 528.15, 531.45)];912.000.000.000.006;10.599.999.999.999.400
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_124;en argentina se está probando en 4500 voluntarios, pero todavía no se conocen los resultados de estas pruebas.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;532.51;541.54;6.360.000.000.000.120;[('en argentina se está probando en 4500 voluntarios,', 532.51, 535.84), ('pero todavía no se conocen los resultados de estas pruebas.', 536.0, 541.54)];10.599.999.999.999.400;11.200.000.000.000.000
